DATE,GBPONTD156N
2016-12-09,0.22625
2016-12-12,0.225
2016-12-13,0.2275
2016-12-14,0.22625
2016-12-15,0.225
2016-12-16,0.2275
2016-12-19,0.2275
2016-12-20,0.22625
2016-12-21,0.2275
2016-12-22,0.2275
2016-12-23,0.225
2016-12-26,.
2016-12-27,.
2016-12-28,0.225
2016-12-29,0.225
2016-12-30,0.21875
2017-01-02,.
2017-01-03,0.225
2017-01-04,0.225
2017-01-05,0.225
2017-01-06,0.22625
2017-01-09,0.22625
2017-01-10,0.22625
2017-01-11,0.225
2017-01-12,0.22625
2017-01-13,0.22625
2017-01-16,0.2275
2017-01-17,0.22625
2017-01-18,0.22625
2017-01-19,0.22625
2017-01-20,0.22625
2017-01-23,0.22625
2017-01-24,0.22625
2017-01-25,0.2275
2017-01-26,0.2275
2017-01-27,0.2275
2017-01-30,0.22625
2017-01-31,0.22625
2017-02-01,0.225
2017-02-02,0.225
2017-02-03,0.22375
2017-02-06,0.22375
2017-02-07,0.22375
2017-02-08,0.22375
2017-02-09,0.22375
2017-02-10,0.22375
2017-02-13,0.22375
2017-02-14,0.22375
2017-02-15,0.22375
2017-02-16,0.22375
2017-02-17,0.22375
2017-02-20,0.22375
2017-02-21,0.22375
2017-02-22,0.22375
2017-02-23,0.22375
2017-02-24,0.22375
2017-02-27,0.225
2017-02-28,0.22375
2017-03-01,0.22375
2017-03-02,0.225
2017-03-03,0.22375
2017-03-06,0.225
2017-03-07,0.22375
2017-03-08,0.225
2017-03-09,0.22375
2017-03-10,0.225
2017-03-13,0.225
2017-03-14,0.225
2017-03-15,0.225
2017-03-16,0.225
2017-03-17,0.225
2017-03-20,0.225
2017-03-21,0.225
2017-03-22,0.225
2017-03-23,0.225
2017-03-24,0.225
2017-03-27,0.225
2017-03-28,0.22375
2017-03-29,0.22375
2017-03-30,0.22375
2017-03-31,0.221
2017-04-03,0.22438
2017-04-04,0.22438
2017-04-05,0.22438
2017-04-06,0.22438
2017-04-07,0.22563
2017-04-10,0.22438
2017-04-11,0.22438
2017-04-12,0.22563
2017-04-13,0.22375
2017-04-14,.
2017-04-17,.
2017-04-18,0.225
2017-04-19,0.225
2017-04-20,0.22375
2017-04-21,0.22375
2017-04-24,0.22375
2017-04-25,0.22375
2017-04-26,0.22375
2017-04-27,0.22375
2017-04-28,0.2225
2017-05-01,.
2017-05-02,0.22375
2017-05-03,0.22375
2017-05-04,0.22125
2017-05-05,0.22125
2017-05-08,0.225
2017-05-09,0.22375
2017-05-10,0.225
2017-05-11,0.22375
2017-05-12,0.22375
2017-05-15,0.22375
2017-05-16,0.22375
2017-05-17,0.22375
2017-05-18,0.22375
2017-05-19,0.225
2017-05-22,0.22375
2017-05-23,0.22375
2017-05-24,0.22375
2017-05-25,0.22375
2017-05-26,0.22375
2017-05-29,.
2017-05-30,0.22375
2017-05-31,0.2225
2017-06-01,0.22375
2017-06-02,0.22375
2017-06-05,0.22375
2017-06-06,0.22375
2017-06-07,0.22375
2017-06-08,0.22375
2017-06-09,0.22
2017-06-12,0.22125
2017-06-13,0.22
2017-06-14,0.22
2017-06-15,0.22125
2017-06-16,0.22125
2017-06-19,0.22
2017-06-20,0.22375
2017-06-21,0.2225
2017-06-22,0.22375
2017-06-23,0.2225
2017-06-26,0.2225
2017-06-27,0.22375
2017-06-28,0.22375
2017-06-29,0.22375
2017-06-30,0.21488
2017-07-03,0.21875
2017-07-04,0.22125
2017-07-05,0.21875
2017-07-06,0.22
2017-07-07,0.21875
2017-07-10,0.22
2017-07-11,0.22
2017-07-12,0.22125
2017-07-13,0.22
2017-07-14,0.22
2017-07-17,0.22125
2017-07-18,0.22
2017-07-19,0.22
2017-07-20,0.22
2017-07-21,0.2225
2017-07-24,0.2225
2017-07-25,0.22125
2017-07-26,0.22125
2017-07-27,0.2225
2017-07-28,0.22375
2017-07-31,0.22188
2017-08-01,0.22188
2017-08-02,0.22375
2017-08-03,0.22375
2017-08-04,0.2225
2017-08-07,0.22375
2017-08-08,0.22375
2017-08-09,0.22375
2017-08-10,0.2225
2017-08-11,0.2225
2017-08-14,0.2225
2017-08-15,0.22375
2017-08-16,0.22375
2017-08-17,0.2225
2017-08-18,0.22125
2017-08-21,0.2225
2017-08-22,0.2225
2017-08-23,0.2225
2017-08-24,0.2225
2017-08-25,0.22375
2017-08-28,.
2017-08-29,0.2225
2017-08-30,0.22375
2017-08-31,0.2225
2017-09-01,0.2225
2017-09-04,0.2225
2017-09-05,0.2225
2017-09-06,0.2225
2017-09-07,0.2225
2017-09-08,0.22375
2017-09-11,0.22375
2017-09-12,0.2225
2017-09-13,0.22375
2017-09-14,0.22375
2017-09-15,0.225
2017-09-18,0.225
2017-09-19,0.22625
2017-09-20,0.225
2017-09-21,0.225
2017-09-22,0.2225
2017-09-25,0.22125
2017-09-26,0.22125
2017-09-27,0.22
2017-09-28,0.22125
2017-09-29,0.22375
2017-10-02,0.22
2017-10-03,0.2225
2017-10-04,0.22125
2017-10-05,0.22125
2017-10-06,0.2225
2017-10-09,0.22125
2017-10-10,0.2225
2017-10-11,0.2225
2017-10-12,0.2225
2017-10-13,0.2225
2017-10-16,0.22138
2017-10-17,0.22276
2017-10-18,0.22433
2017-10-19,0.2232
2017-10-20,0.22586
2017-10-23,0.22711
2017-10-24,0.22699
2017-10-25,0.22693
2017-10-26,0.22594
2017-10-27,0.2246
2017-10-30,0.22574
2017-10-31,0.22485
2017-11-01,0.22405
2017-11-02,0.34994
2017-11-03,0.47
2017-11-06,0.47195
2017-11-07,0.47346
2017-11-08,0.4719
2017-11-09,0.472
2017-11-10,0.47195
2017-11-13,0.47313
2017-11-14,0.47238
2017-11-15,0.47215
2017-11-16,0.472
2017-11-17,0.47188
2017-11-20,0.47208
2017-11-21,0.47189
2017-11-22,0.47181
2017-11-23,0.47188
2017-11-24,0.4719
2017-11-27,0.47204
2017-11-28,0.47183
2017-11-29,0.47203
2017-11-30,0.47114
2017-12-01,0.47189
2017-12-04,0.47361
2017-12-05,0.47369
2017-12-06,0.47229
2017-12-07,0.47278
2017-12-08,0.47365
2017-12-11,0.47321
2017-12-12,0.47314
2017-12-13,0.47425
2017-12-14,0.47444
2017-12-15,0.4744
2017-12-18,0.47581
2017-12-19,0.47359
2017-12-20,0.47398
2017-12-21,0.4739
2017-12-22,0.47214
2017-12-25,.
2017-12-26,.
2017-12-27,0.47219
2017-12-28,0.47235
2017-12-29,0.46616
2018-01-01,.
2018-01-02,0.47241
2018-01-03,0.47241
2018-01-04,0.47266
2018-01-05,0.47486
2018-01-08,0.4737
2018-01-09,0.47379
2018-01-10,0.47373
2018-01-11,0.47398
2018-01-12,0.47408
2018-01-15,0.47564
2018-01-16,0.47511
2018-01-17,0.47345
2018-01-18,0.47233
2018-01-19,0.47363
2018-01-22,0.47506
2018-01-23,0.47376
2018-01-24,0.47363
2018-01-25,0.47239
2018-01-26,0.47236
2018-01-29,0.47255
2018-01-30,0.4723
2018-01-31,0.47248
2018-02-01,0.47299
2018-02-02,0.47259
2018-02-05,0.47254
2018-02-06,0.47238
2018-02-07,0.47246
2018-02-08,0.47361
2018-02-09,0.47244
2018-02-12,0.47256
2018-02-13,0.47251
2018-02-14,0.47259
2018-02-15,0.47403
2018-02-16,0.47266
2018-02-19,0.4726
2018-02-20,0.47239
2018-02-21,0.47259
2018-02-22,0.4725
2018-02-23,0.47385
2018-02-26,0.47424
2018-02-27,0.47388
2018-02-28,0.47534
2018-03-01,0.47354
2018-03-02,0.47396
2018-03-05,0.47408
2018-03-06,0.47393
2018-03-07,0.47398
2018-03-08,0.47649
2018-03-09,0.47645
2018-03-12,0.47623
2018-03-13,0.47526
2018-03-14,0.4751
2018-03-15,0.4751
2018-03-16,0.47413
2018-03-19,0.47394
2018-03-20,0.47505
2018-03-21,0.47634
2018-03-22,0.47798
2018-03-23,0.47631
2018-03-26,0.47689
2018-03-27,0.47671
2018-03-28,0.47654
2018-03-29,0.47386
2018-03-30,.
2018-04-02,.
2018-04-03,0.47133
2018-04-04,0.47404
2018-04-05,0.47369
2018-04-06,0.47405
2018-04-09,0.47421
2018-04-10,0.47403
2018-04-11,0.47421
2018-04-12,0.4763
2018-04-13,0.4751
2018-04-16,0.4766
2018-04-17,0.47538
2018-04-18,0.47544
2018-04-19,0.47551
2018-04-20,0.47528
2018-04-23,0.47528
2018-04-24,0.47381
2018-04-25,0.47391
2018-04-26,0.47395
2018-04-27,0.47531
2018-04-30,0.47405
2018-05-01,0.47354
2018-05-02,0.47466
2018-05-03,0.47364
2018-05-04,0.47504
2018-05-07,.
2018-05-08,0.47379
2018-05-09,0.47398
2018-05-10,0.47411
2018-05-11,0.47394
2018-05-14,0.47523
2018-05-15,0.47486
2018-05-16,0.47484
2018-05-17,0.47505
2018-05-18,0.47511
2018-05-21,0.4752
2018-05-22,0.47379
2018-05-23,0.47371
2018-05-24,0.47511
2018-05-25,0.47635
2018-05-28,.
2018-05-29,0.47636
2018-05-30,0.47641
2018-05-31,0.47494
2018-06-01,0.47474
2018-06-04,0.47275
2018-06-05,0.47248
2018-06-06,0.47376
2018-06-07,0.47369
2018-06-08,0.47259
2018-06-11,0.47388
2018-06-12,0.47238
2018-06-13,0.47225
2018-06-14,0.47213
2018-06-15,0.47238
2018-06-18,0.47225
2018-06-19,0.47238
2018-06-20,0.4735
2018-06-21,0.47463
2018-06-22,0.46863
2018-06-25,0.46838
2018-06-26,0.46863
2018-06-27,0.46713
2018-06-28,0.46713
2018-06-29,0.46738
2018-07-02,0.46275
2018-07-03,0.46288
2018-07-04,0.463
2018-07-05,0.463
2018-07-06,0.4645
2018-07-09,0.466
2018-07-10,0.46575
2018-07-11,0.46438
2018-07-12,0.46425
2018-07-13,0.46325
2018-07-16,0.45688
2018-07-17,0.4565
2018-07-18,0.45563
2018-07-19,0.455
2018-07-20,0.45638
2018-07-23,0.45588
2018-07-24,0.45475
2018-07-25,0.45463
2018-07-26,0.45463
2018-07-27,0.453
2018-07-30,0.45363
2018-07-31,0.45813
2018-08-01,0.45688
2018-08-02,0.55963
2018-08-03,0.70075
2018-08-06,0.69713
2018-08-07,0.69275
2018-08-08,0.6975
2018-08-09,0.702
2018-08-10,0.69713
2018-08-13,0.69738
2018-08-14,0.69888
2018-08-15,0.69713
2018-08-16,0.6975
2018-08-17,0.69775
2018-08-20,0.699
2018-08-21,0.69888
2018-08-22,0.698
2018-08-23,0.69838
2018-08-24,0.699
2018-08-27,.
2018-08-28,0.69788
2018-08-29,0.6995
2018-08-30,0.6985
2018-08-31,0.705
2018-09-03,0.70375
2018-09-04,0.69863
2018-09-05,0.69863
2018-09-06,0.70463
2018-09-07,0.69763
2018-09-10,0.69838
2018-09-11,0.69925
2018-09-12,0.69925
2018-09-13,0.70438
2018-09-14,0.69825
2018-09-17,0.6975
2018-09-18,0.6975
2018-09-19,0.69713
2018-09-20,0.70313
2018-09-21,0.69838
2018-09-24,0.69825
2018-09-25,0.69788
2018-09-26,0.69813
2018-09-27,0.6975
2018-09-28,0.70338
2018-10-01,0.7035
2018-10-02,0.699
2018-10-03,0.69438
2018-10-04,0.69275
2018-10-05,0.69175
2018-10-08,0.69013
2018-10-09,0.6915
2018-10-10,0.68775
2018-10-11,0.68425
2018-10-12,0.68463
2018-10-15,0.68425
2018-10-16,0.68363
2018-10-17,0.68375
2018-10-18,0.68425
2018-10-19,0.68438
2018-10-22,0.68363
2018-10-23,0.68363
2018-10-24,0.6845
2018-10-25,0.68488
2018-10-26,0.68425
2018-10-29,0.685
2018-10-30,0.68438
2018-10-31,0.69088
2018-11-01,0.69325
2018-11-02,0.68525
2018-11-05,0.68375
2018-11-06,0.68213
2018-11-07,0.68388
2018-11-08,0.684
2018-11-09,0.685
2018-11-12,0.68425
2018-11-13,0.683
2018-11-14,0.67738
2018-11-15,0.67563
2018-11-16,0.67863
2018-11-19,0.679
2018-11-20,0.67875
2018-11-21,0.68088
2018-11-22,0.67663
2018-11-23,0.68125
2018-11-26,0.6775
2018-11-27,0.68125
2018-11-28,0.68513
2018-11-29,0.67663
2018-11-30,0.68175
2018-12-03,0.68188
2018-12-04,0.67438
2018-12-05,0.67525
2018-12-06,0.67625
2018-12-07,0.68013
2018-12-10,0.67563
2018-12-11,0.67825
2018-12-12,0.683
2018-12-13,0.6845
2018-12-14,0.685
2018-12-17,0.67475
2018-12-18,0.67525
2018-12-19,0.67675
2018-12-20,0.67563
2018-12-21,0.6875
2018-12-24,0.67688
2018-12-25,.
2018-12-26,.
2018-12-27,0.69425
2018-12-28,0.68613
2018-12-31,0.67025
2019-01-01,.
2019-01-02,0.69263
2019-01-03,0.67888
2019-01-04,0.67763
2019-01-07,0.67788
2019-01-08,0.678
2019-01-09,0.67563
2019-01-10,0.68563
2019-01-11,0.68413
2019-01-14,0.68613
2019-01-15,0.68463
2019-01-16,0.68288
2019-01-17,0.683
2019-01-18,0.68325
2019-01-21,0.6765
2019-01-22,0.67763
2019-01-23,0.67788
2019-01-24,0.68438
2019-01-25,0.67688
2019-01-28,0.67775
2019-01-29,0.67975
2019-01-30,0.67475
2019-01-31,0.67713
2019-02-01,0.68188
2019-02-04,0.67825
2019-02-05,0.67663
2019-02-06,0.67275
2019-02-07,0.68163
2019-02-08,0.68338
2019-02-11,0.67775
2019-02-12,0.67375
2019-02-13,0.6755
2019-02-14,0.6775
2019-02-15,0.67463
2019-02-18,0.68075
2019-02-19,0.68138
2019-02-20,0.67238
2019-02-21,0.67838
2019-02-22,0.6775
2019-02-25,0.67263
2019-02-26,0.6745
2019-02-27,0.67975
2019-02-28,0.67838
2019-03-01,0.67775
2019-03-04,0.67713
2019-03-05,0.67363
2019-03-06,0.67825
2019-03-07,0.67538
2019-03-08,0.67175
2019-03-11,0.67675
2019-03-12,0.67363
2019-03-13,0.67688
2019-03-14,0.673
2019-03-15,0.67338
2019-03-18,0.67063
2019-03-19,0.67063
2019-03-20,0.67175
2019-03-21,0.67914
2019-03-22,0.67725
2019-03-25,0.67738
2019-03-26,0.67763
2019-03-27,0.6725
2019-03-28,0.6765
2019-03-29,0.67375
2019-04-01,0.67588
2019-04-02,0.67075
2019-04-03,0.67138
2019-04-04,0.67063
2019-04-05,0.67113
2019-04-08,0.6685
2019-04-09,0.66863
2019-04-10,0.67088
2019-04-11,0.66925
2019-04-12,0.67188
2019-04-15,0.67088
2019-04-16,0.67175
2019-04-17,0.67313
2019-04-18,0.67125
2019-04-19,.
2019-04-22,.
2019-04-23,0.66988
2019-04-24,0.67025
2019-04-25,0.67163
2019-04-26,0.6705
2019-04-29,0.6725
2019-04-30,0.68
2019-05-01,0.68063
2019-05-02,0.67888
2019-05-03,0.675
2019-05-06,.
2019-05-07,0.67063
2019-05-08,0.66938
2019-05-09,0.67163
2019-05-10,0.67288
2019-05-13,0.67138
2019-05-14,0.67213
2019-05-15,0.67275
2019-05-16,0.67438
2019-05-17,0.67213
2019-05-20,0.66988
2019-05-21,0.67113
2019-05-22,0.67125
2019-05-23,0.67188
2019-05-24,0.67063
2019-05-27,.
2019-05-28,0.67688
2019-05-29,0.67038
2019-05-30,0.67625
2019-05-31,0.684
2019-06-03,0.67888
2019-06-04,0.6715
2019-06-05,0.671
2019-06-06,0.67525
2019-06-07,0.67013
2019-06-10,0.6725
2019-06-11,0.66975
2019-06-12,0.67525
2019-06-13,0.67263
2019-06-14,0.6725
2019-06-17,0.67613
2019-06-18,0.67438
2019-06-19,0.67738
2019-06-20,0.66925
2019-06-21,0.67513
2019-06-24,0.67388
2019-06-25,0.67063
2019-06-26,0.67213
2019-06-27,0.67575
2019-06-28,0.67275
2019-07-01,0.68013
2019-07-02,0.67238
2019-07-03,0.6685
2019-07-04,0.66713
2019-07-05,0.66563
2019-07-08,0.66688
2019-07-09,0.66825
2019-07-10,0.66925
2019-07-11,0.66638
2019-07-12,0.66788
2019-07-15,0.66813
